Species,name
EAM,Marini's anchovy
EAC,Bermuda anchovy
EAN,Longnose anchovy
EAE,Eigenmann's anchovy
EAI,Slender anchovy
EAJ,Rio anchovy
EAP,Panama anchovy
ENP,Broad-striped anchovy
EAF,Longfinger anchovy
EAO,Deep body anchovy
EAT,Bigfin anchovy
EAU,Cuban anchovy
ANB,Bay anchovy
EAL,Big-eye anchovy
EAY,Shortfinger anchovy
EAH,Spicule anchovy
EAQ,Piquitinga anchovy
EAK,Trinidad anchovy
AHC,Bigscale anchovy
AHU,Zabaleta anchovy
EVN,Cayenne anchovy
EVA,Allen's anchovy
EVE,Elongate anchovy
EVB,Snubnose anchovy
EVL,Broadband anchovy
EVG,Guyana anchovy
EVJ,James's anchovy
EVT,Natterer's anchovy
EVV,Vaillant's anchovy
EVK,Anchoviellas nei
ECD,Goldspotted grenadier anchovy
ECB,Yangtse grenadier anchovy
ECM,Longjaw grenadier anchovy
RAA,Osbeck's grenadier anchovy
ECA,Japanese grenadier anchovy
ELB,Bates' sabretooth anchovy
ANR,Atlantic sabretooth anchovy
EZW,Sabretooth anchovys nei
ELO,Sabretoothed thryssa
ESM,Dusky-hairfin anchovy
ESP,Gangetic hairfin anchovy
ESB,Shorthead hairfin anchovy
ESY,Scaly hairfin anchovy
ESU,Common hairfin anchovy
ESR,Commerson's anchovy
ESA,Bagan anchovy
ESC,China anchovy
ESI,Indian anchovy
ESN,Hardenberg's anchovy
ESJ,Spined anchovy
ESW,Spotty-face anchovy
EAD,Andhra anchovy
EBF,Broadhead anchovy
EGP,Gulf of Carpenteria anchovy
STO,Stolephorus anchovies nei
EYH,Hamilton's thryssa
EYV,Orangemouth anchovy
EYM,Malabar thryssa
EYY,Moustached thryssa
EYP,Oblique-jaw thryssa
EYB,Baelama anchovy
EYT,Longjaw thryssa
EYD,Dussumier's thryssa
EYE,False baelama anchovy
EYK,Kammal thryssa
EYS,New Guinea thryssa
EYW,Whitehead's thryssa
EYG,Fly River thryssa
EYJ,Short-tail thryssa
EPH,Wingfin anchovy
ANX,"Anchovies, etc. nei"
CDC,
DOB,Dorab wolf-herring
CNU,Whitefin wolf-herring
DOS,Wolf-herrings nei
PIM,Bigeye ilisha
PIE,Indian ilisha
EIL,Elongate ilisha
PIF,Coromandel ilisha
PIP,Javan ilisha
PIU,Pacific ilisha
ILI,West African ilisha
ILK,Lobejaw ilisha
ILO,
PEQ,Yellowfin river pellona
PEO,Indian pellona
PEM,Yellowfin herring
PNR,Tropical longfin herring
PHT,Tardoore
PNA,Guiana longfin herring
PRN,Amazon hatchet herring
PRU,Raconda
DCX,Diadromous clupeoids nei
CLU,Clupeoids nei
MIL,Milkfish
KCN,Naked shellear
KGA,
KKA,Airbreathing shellear
KPA,
GPH,Hingemouth
GGG,Beaked salmon
SAJ,
SAL,Atlantic salmon
TRS,Sea trout
SFC,
SFX,
SFF,
SFI,Sevan trout
SFM,
QFP,Ohrid trout
QFS,
TRO,Trouts nei
SVS,Long-finned charr
ONA,Golden trout
PIN,Pink(=Humpback) salmon
CHU,Chum(=Keta=Dog) salmon
ONC,Cutthroat trout
CHE,Masu(=Cherry) salmon
SOC,Sockeye(=Red) salmon
CHI,Chinook(=Spring=King) salmon
COH,Coho(=Silver) salmon
TRR,Rainbow trout
ONH,Apache trout
ONY,Mexican golden trout
ONG,Gila trout
ONR,
ORC,Pacific salmons nei
SWI,
SVF,Brook trout
SLE,
ACH,Arctic char
VAR,Dolly varden
LAT,Lake trout(=Char)
SVO,Bull trout
SVN,Neiva
SVP,
CHR,Chars nei
SOB,Adriatic trout
HUI,
HUC,Huchen
HUP,Japanese huchen
HZU,Taimen
SBE,Lenok
SLZ,Salmonids nei
TLV,Grayling
TYE,Mongolian grayling
TLA,Arctic grayling
PCA,Ayu sweetfish
OAE,Whitebait smelt
CAP,Capelin
SME,European smelt
SMR,Rainbow smelt
PSM,Pond smelt
SUS,Surf smelt
HVJ,Japanese smelt
EUL,Eulachon
OSY,Longfin smelt
SMX,Smelts nei
ARE,
ARO,
ARU,Greater argentine
ARY,Argentine
ARG,Argentines
DES,Deep-sea smelt
GLI,Smalltoothed argentine
GKY,
JXX,Argentines nei
BLH,Northern smoothtounge
BVR,Silver deepsea smelt
BAA,
BBE,Goiter blacksmelt
BBG,
BBO,Eared blacksmelt
BBP,Slender blacksmelt
BTY,Blacksmelts
BVY,Deep-sea smelts nei
MXA,
MMI,Slender argentine
MNA,
NSZ,
NFD,
NAN,
SNJ,
XHK,Chinese icefish
PRS,Clearhead icefish
SNN,
XSC,Chinese noodlefish
SNH,
SZM,Japanese icefish
ISZ,Icefishes nei
RPE,Australian grayling
SKN,Stokell's smelt
RRR,Cucumberfish
FVE,Vendace
PLN,European whitefish
HOU,Houting
CIE,
CIH,
CIP,Irish pollan
CIG,
CIR,
WHL,Lake(=Common) whitefish
CIS,Lake cisco
CIA,Arctic cisco
CIC,Khadary-whitefish
CIY,Bloater
CIK,Kiyi
CIN,Muksun
CIQ,Broad whitefish
CII,
CIJ,Peled
CIZ,Shortnose cisco
CIW,Sardine cisco
CIU,Tugun
CIB,Valaam whitefish
WHF,Whitefishes nei
SDL,Sheefish
PCU,Pygmy whitefish
PCY,Round whitefish
PWI,Mountain whitefish
OBE,Javelin spookfish
ODB,
OMQ,Barreleye
OOI,Mirrorbelly
OOL,Barrel-eye
OYT,
OWT,
AQC,
AJB,
AYN,
AYD,Fangtooth smooth-head
AYM,Smallscale smooth-head
AZK,Michael Sars smooth-head
AKO,Koefoed's smooth-head
ALC,Baird's slickhead
PHL,
PHO,Risso's smooth-head
AVS,Small scaled brown slickhead
DDH,Smalleye smooth-head
ALH,Slickheads nei
AFI,Fiolenti's smooth-head
AZF,Longfin smooth-head
AEE,Toothless smooth-head
AZU,Loosescale smooth-head
AEN,
AEK,Krefft's smooth-head
AEL,
AZM,Grenadier smooth-head
MCI,
MRO,Norman's smooth-head
NAE,
NZZ,Blackhead salmon
PHP,Starry smooth-head
RIN,Abyssal smooth-head
ROT,Softskin smooth-head
ROZ,Madeiran smooth-head
AXC,Bluntsnout smooth-head
TAB,Threadfin slickhead
TOW,Antillean smooth-head
TVI,Hairfin smooth-head
TVO,Longtail slickhead
TVQ,Threadfin smooth-head
FCZ,Luminous slickhead
PZC,
PBC,Palebelly searsid
PHN,Bighead searsid
QBB,Teardrop tubeshoulder
QBC,Bigeye searsid
PMU,
QBD,Maul's searsid
QBE,Smallscale searsid
PMR,
PMO,Multipore searsid
PFA,
PPK,
PYM,Leaf searsid
PYA,Legless searsid
PSA,Shining tubeshoulder
QBF,Schnakenbeck's searsid
PSO,Koefoed's searsid
PTR,
VBX,
LLA,Dwarf pencilfish
LLG,
GAV,
GBB,
GGB,Koaro
GGC,Tasmanian mudfish
GGF,Banded kokopu
GGM,Inanga
GGP,Shortjaw kokopu
GGV,Common river galaxias
GGZ,Cape galaxias
GLL,Tasmanian whitebait
GNB,Canterbury mudfish
GND,Black mudfish
GPU,
SLX,Salmonoids nei
DAP,Alaska blackfish
NVH,Olympic mudminnow
UMK,Mudminnow
FPI,Northern pike
EXI,Redfin pickerel
AMU,Amur pike
GQZ,Spark anglemouth
GSD,
GSY,
GSL,Elongated bristlemouth fish
GQQ,Atlantic fangjaw
GSX,
BPO,
MTO,
DPT,
DPM,
YTA,Benttooth bristlemouth
YTB,
YTU,Garrick
YTV,
YTM,Veiled anglemouth
YTP,Tan bristlemouth
YTS,Slender bristlemouth
YTY,
YTZ,Hidden bristlemouth
YTX,
TPM,
QQV,
BRI,Bristlemouths
VAT,
SRN,
SEE,
QRA,Pacific hatchet fish
QRB,Hatchetfish
QRC,Half-naked hatchetfish
QRD,Sladen's hatchet fish
SDO,Bottlelights
PYQ,
QBL,
QHY,
QHZ,Spiny hatchetfish
SXD,Diaphanous hatchet fish
SXP,Highlight hatchetfish
MAV,Silvery lightfish
JDK,Atlantic pearlside
HAF,Hatchetfishes nei
SAD,
QBN,
QBO,
AEC,
AEG,
AEJ,
AEO,
AEP,
AHR,
ICQ,
ICW,
ICY,
IDD,Richardson's snaggletooth
BRT,Snaggletooth
BRM,
DBR,
SBB,Boa dragonfish
SMV,
QZY,G¸nther's boafish
QZT,
QZS,Longbarb scaly dragonfish
SWK,
FGU,
BTN,
BTU,
BTV,
DBL,
DBP,Pawnee dragonfish
CUD,Dana viperfish
CDN,Sloane's viperfish
CVS,
FJN,
SIO,
ECR,
EUQ,
EUR,
EUF,
EUO,
EUN,
EZA,Proud dragonfish
FAA,
FAF,Barbate dragonfish
FAH,
FAI,
FAK,
FAN,
GMF,
HTO,
IDF,
LSB,
JSO,
MCN,Stoplight loosejaw
MNB,
MNM,
MNE,
MNV,Valdivia black dragon fish
QCA,Scaleless black dragonfish
MNP,
OSO,
OUZ,
OPN,
SCW,
PNE,
QBM,
QBP,
QBQ,
PUE,
RID,
TSM,Longfin dragonfish
TYX,
TLE,
RQX,
IHO,
HOE,
OLM,
OLC,
VIA,
VII,Oceanic lightfish
VIP,Power's deep-water bristle-mou
WOM,
YAB,
VCX,
ARP,Arapaima
OOB,Arawana
OSJ,Australian bonytongue
OHB,Asian bonytongue
HTN,African bonytongue
NCC,Clown knifefish
NCG,Giant featherback
NCW,Indochina featherback
NQV,Clown featherback
ONN,Bronze featherback
FKN,Knifefishes
ONP,Reticulate knifefish
ONX,African knifefish
OHA,Mooneye
OPB,Freshwater butterflyfish
OMB,
OBB,
OMC,
OMG,
OMH,Elephantnose fish
OMY,
OMP,Zambesi parrotfish
OMU,
OMI,
OMV,
OMR,
OMA,Bulldog
OMO,
MZU,Bottlenose fishes nei
OMJ,Ghost stonebasher
OME,Churchill
OMD,
OMT,
OEY,Elephantsnout fishes nei
OGN,Aba
CEW,Hawaiian ladyfish
LAD,Ladyfish
CEI,Pacific ladyfish
CEC,West African ladyfish
CEG,Senegalese ladyfish
CEV,Tenpounder
JZX,Ladyfishes nei
TAR,Tarpon
TAI,Indo-Pacific tarpon
BOF,Bonefish
BGV,Roundjaw bonefish
DGY,
BNF,Longfin bonefish
ALU,Bonefishes nei
GGH,Gigantura
HIJ,Japanese thread-sail fish
ULF,Royal flagfin
UJA,Guinean flagfin
BEE,
BNZ,
MZF,Zugmayer's pearleye
BNT,Pearleyes nei
RYL,
SID,
OUA,
PEY,"Pearleyes, etc. nei"
REI,
EVO,Balbo sabretooth
ODM,
OMW,Omosudid
ALX,Long snouted lancetfish
ALO,Short snouted lancetfish
ALI,Lancetfishes nei
ANP,Daggertooth
AVT,Southern ocean daggertooth
DLF,
LDA,
MZC,
MZD,
LDL,Atlantic barracudina
LDI,
MCF,
SIY,
MNL,Duckbill barracudina
MAP,Southern barracudina
NTO,Antarctic jonasfish
NRD,Spotted barracudina
NNV,Ringed barracudina
NOE,Barracudinas nei
SNG,
UNL,
PIR,
PRV,
PZB,"Barracudinas, etc. nei"
BSG,
CUF,
CVW,Shortnose greeneye
DDQ,Spotted greeneye
GRE,Greeneyes
AIY,
LUN,
SLH,
UIF,Waryfish
UIG,Blackfin waryfish
VSH,
PSV,
BCV,
BFL,
IPZ,Grideye fish
PFS,
BWT,
BDU,Spiderfish
BPG,Abyssal spiderfish
BME,Mediterranean spiderfish
BFO,Tripodfish
BFQ,
VDX,
BUC,Bombay-duck
BHF,Deep-sea lizardfish
MZG,Highfin lizardfish
SYV,Inotted lizardfish
SYL,California lizardfish
SDR,Atlantic lizardfish
SYW,Variegated lizardfish
DYZ,Redbarred lizardfish
DFZ,Sand lizardfish
DGC,Triplecross lizardfish
DQM,
TCY,Snakefish
LIG,Greater lizardfish
LZL,Brazilian lizardfish
LIB,Brushtooth lizardfish
IEM,Gracile lizardfish
IEN,Longfin lizardfish
IEP,Clouded lizardfish
SZX,
LIX,Lizardfishes nei
NSM,Large-scaled lantern fish
SYJ,Pacific blackchin
SVA,
BNX,
DBE,Spurcheek lanternfish
DBF,Stubby lanternfish
CBN,
DBH,Roundnose lanternfish
MCD,Madeira lantern fish
NCV,Warmingís lanternfish
DGA,
GCB,
FZZ,Coccoís lanternfish
HIA,
HYB,Benoit's lanternfish
HHV,Bermuda lantern fish
IAW,Reinhardtís lanternfish
IBD,TÂningís lanternfish
IYU,
MTP,Spotted lanternfish
MCU,
MMY,Wisner's lantern fish
OWS,Metallic lanternfish
OWR,Prickly lanternfish
OWQ,Bluntsnout lanternfish
KRA,
LAN,Hector's lanternfish
LYD,Jewel lanternfish
LPL,
LPY,
LYU,
LYF,
LYI,
LYL,
LYO,
LYP,
LYJ,
LAC,Lantern fish
JHA,Noble lanternfish
JHB,Slender lanternfish
DPB,
DPY,Short-headed lantern fish
DPU,
DPE,
DPO,Small lantern fish
DPL,
DPP,Spothead lantern fish
DPI,
DPF,
DPJ,Taaning's lantern fish
DQA,Garmanís lanternfish
DQB,Flatface lanternfish
DQC,Horned lanternfish
DQD,Slopewater lanternfish
IHG,
LDS,
LDC,
LDU,
JBA,Anomalous lanternfish
JBB,Luminous lanternfish
LHG,
JHC,G¸ntherís lanternfish
LNF,Dofleini's lantern fish
JHD,Gemellarís lanternfish
SLU,Northern lampfish
BHG,Glacier lantern fish
BNS,Smallfin lanternfish
BHQ,Skinnycheek lanternfish
LWI,
MTW,
ELR,Electric lantern fish
ELC,Electron subantarctic
ELN,
ELT,
NOO,
OWO,Spinetail lanternfish
OWN,Patchwork lanternfish
LAX,Patchwork lampfishes
GYN,Nichol's lanternfish
GYB,
GYR,
GYF,
GYO,
GYJ,
GYY,
NOV,
PXI,
PYV,
PRM,
PRY,
PRE,
PVP,
SIM,
SMP,
SVW,Large-scale lantern fish
TAY,
UAC,Waistcoat lanternfish
TAE,Blue lanternfish
TMX,Mexican lampfish
LXX,Lanternfishes nei
PHX,
SEX,Pelican eel
SMG,Paddletail onejaw
CMY,Bobtail eel
CNY,
AXE,
ACI,
AUM,
HSX,Calypso tetra
HSH,Black neon tetra
AXF,Banded astyanax
VXX,Astyanax nei
AXI,
BOO,
BZH,
BNC,
BND,
BNY,
BNL,
BXN,
BNU,
BNM,
BNV,Machaca
BNN,
BNO,
BNP,Mourning tetra
BVD,
BCM,Dorada
BZI,Tiete tetra
BXH,
BOK,Cochu's blue tetra
HGR,
HGU,Featherfin tetra
HGC,Buenos Aires tetra
MSU,
MLH,
MLU,
MLD,
SXU,Dorado
SXG,
BMB,
PYE,Red piranha
PYY,San Francisco piranha
SRD,White piranha
SRU,Slender piranha
SRM,Redeye piranha
SSS,Speckled piranha
RRX,Piranhas nei
CMT,
TYM,Blackedge tetra
AXY,Flametail tetra
CSM,Cachama
PYU,Lobetoothed piranha
BNA,Orangefin tetra
CXA,
PNN,Wimple piranha
CEY,
CDF,Darter characin
CXC,
EXX,Bucktooth tetra
CDU,
CGB,Goldstripe characin
CMI,Swordtail characin
GYT,Black tetra
CSD,Pirapatinga
CSO,Pacu
TXB,"Patinga, hybrid"
CBU,Silver tetra
CNL,Sailfin tetra
DIF,
EXG,
GIU,
GXS,
GYE,Naked characin
HSM,Copper tetra
HBD,
HSP,
IGS,
INK,Royal tetra
KLR,
KNH,
LPO,
MEB,
MEY,Silver dollar
MIE,
MII,Croaking tetra
MKI,
MJM,
NET,Rainbow tetra
ODA,
ODG,
OLH,
PDX,Cardinal tetra
PDI,Neon tetra
PGU,
PEG,False rummynose tetra
PGL,
PID,
POW,Black morpho tetra
POV,
PMF,Glass bloodfin
PTX,X-ray tetra
PYR,Dragonfin tetra
RON,
RXG,
REU,
SMS,
STY,Blind tetra
TEA,
TYB,Blackline penguinfish
TPU,
XEB,
CHA,Characins nei
TXY,"Tambacu, hybrid"
TXZ,"Tambatinga, hybrid"
GCM,Blackwing hatchetfish
GTS,Giant hatchetfish
GGL,Silver hatchetfish
BOV,
CNB,
LPU,
OIA,
CNH,
COF,
LMN,
ABQ,
LPC,Banded leporinus
LPD,Threespot leporinus
LPR,
LPB,
LWU,
LWW,
LXZ,
SZO,
SZF,
SXZ,
PDT,Threespot headstander
RYA,
STM,Striped headstander
ARL,
BVB,
EIM,
HDO,
HDG,
HZZ,
SDD,
IOA,
PDO,Pongo characin
AWZ,
CDG,
CND,
CNC,
CJG,
THU,
CIV,Citharinus nei
EYR,
HOA,
HWM,
HWU,Trahira
HWL,Giant trahira
HWC,
HVW,
HPU,Aimara
HED,Kafue pike
CGT,Redspotted tetra
LCA,Splash tetra
LLT,
NNB,Golden pencilfish
LPP,
LPF,
PLL,Streaked prochilod
PLR,Netted prochilod
QPN,Black prochilodus
QMR,
PRL,Prochilods nei
ICH,
CXD,
PNL,
CTY,
PSZ,
PDB,
SKI,Kissing prochilodus
SSU,Silver prochilodus
RWX,
SCV,
CUU,
AEB,
AED,
AEA,Stripped robber
XAE,
AEH,
ADS,Niger tetra
BTE,
BPA,
BCE,
BCO,Longfin tetra
BCU,
BZC,Nurse tetra
BCC,
CXO,
DUB,
HGB,Barnard's robber
HCF,Elongate tigerfish
HCV,Tiger fish
LGR,Sierra leone dwarf characin
LPA,Jellybean tetra
MLC,Sharptooth tetra
NNA,
PTN,
PGN,
RHB,
TSC,
VJX,
CNW,
HYT,
HWV,Payara
RPV,Biara
ACF,
AWF,Pike characin
AZR,
BEU,
XES,
PHJ,
PHG,
PDD,
NLA,
CXG,
NXA,
NNU,Oneline tetra
MTB,
MSO,
IHB,
HMT,
HXA,
EUT,
DXB,
DTM,Spotted citharinid
DTN,
DIU,Silver distichodus
DTX,Sixbar distichodus
DSE,Grass-eaters nei
RML,
GYH,
OEE,
GYC,Banded knifefish
EPE,Electric eel
ADB,
AEF,Black ghost
AEY,
MGD,
MDC,
OSN,
PCT,
POQ,
SRV,
SCJ,
SML,
SYY,
UBM,
BHI,
HYR,
HYU,
MIB,
RCF,
STD,
ARX,
DYO,
EIH,
EIV,Glass knifefish
RLV,
SGT,
SGC,Longtail knifefish
YCL,Blue sucker
DEU,Lost River sucker
ATC,Longnose sucker
ATO,White sucker
ATS,Flannelmouth sucker
ATU,Largescale sucker
ATE,Tahoe sucker
MOG,Gray redhorse
MOE,Golden redhorse
MOM,Shorthead redhorse
LAL,Harelip sucker
BUB,Bigmouth buffalo
BUF,Buffalofishes nei
MXS,Chinese sucker
CDO,River carpsucker
XYT,Razorback sucker
ATJ,Cui-ui
MIM,Spotted sucker
ERU,Lake chubsucker
HYN,Northern hog sucker
CTM,Suckers nei
FBM,Freshwater bream
FBR,Freshwater breams nei
FCP,Common carp
FPR,Barbless carp
AAX,
ABB,Chinese false gudgeon
AHL,Blackbrow bleak
FTE,Tench
ATA,
ALR,Bleak
ABD,
PTB,Barbel
BUD,Mediterranean barbel
BBQ,
BBN,Smallmouth yellowfish
BBJ,Clanwilliam yellowfish
BUH,
BUO,Spotscale barb
BUJ,
BUI,Broadband barb
BUY,
BUN,
BSJ,
BBU,Ripon barbel
BBI,
BBB,
BBK,Algerian barb
BUE,
BUL,Line-spotted barb
BSN,Slender barb
BUU,Straightfin barb
BSI,
BSM,Papermouth
BUQ,Largescale yellowfish
BST,Threespot barb
BSO,
BBZ,
HON,Common nase
HOX,
HOY,Iberian nase
HOS,
HOG,
AGE,Longfin dace
FCC,Crucian carp
CGO,Goldfish
IUV,Japanese white crucian carp
CWG,Prussian carp
WDX,
GOG,
GOP,White-finned gudgeon
FRO,Roach
RFR,Kutum
RTR,
RLA,
RFZ,
RWC,Caspian roach
FRX,Roaches nei
SRE,Rudd
FID,Orfe(=Ide)
LUC,
FIE,Common dace
LUY,Dnieper chub
LUH,Chub
LUP,
LUR,
LUS,Vairone
VLS,Schmidt's dace
VLB,Issyk-Kul dace
JNE,Siberian dace
LEW,Chubs nei
RHM,
ROO,Rosy bitterling
ROR,Bitterling
TBT,
TFZ,Big-scaled redfin
ZTB,Far Eastern ide
LBG,
LBZ,
LBB,
LBO,
LCB,Orangefin labeo
LBD,
LBM,
LBF,Fringed-lipped peninsula carp
LBI,Kuria labeo
LBJ,
LOI,
LON,
LOH,
LRH,Roho labeo
LOD,
LBV,Rednose labeo
LBU,
LBY,Redeye labeo
LBL,
LBK,
LBN,
LBQ,
LOM,
LOL,
LOC,Ningu
LBP,Orange River mudfish
LBH,
LOE,
EOU,Moggel
MOH,Black sharkminnow
RHI,Rhinofishes nei
RNR,
MUC,Mud carp
CMG,Mrigal carp
RNE,Reba carp
RNM,Small scale mud carp
AVL,P·tzcuaro chub
ASJ,
ARR,
ABA,
CTT,Catla
TCS,Giant barb
GUH,
HEU,
HEO,Indian glass barb
ILA,
FCG,Grass carp(=White amur)
YCE,
YCA,Beardless barb
YCD,
YCQ,
DAE,Giant danio
DAD,
DAV,Sind danio
DAI,Zebra danio
DAF,Leopard danio
ABI,Schneider
GIN,Chihuahua chub
GIA,Utah chub
GIB,Tui chub
GIC,Humpback chub
GIE,Bonytail
GIR,Roundtail chub
HMD,
HML,Hampala barb
IJM,
SVC,Silver carp
BIC,Bighead carp
HXP,"Silver, bighead carps nei"
LUE,
LZF,Signal barb
LZQ,
LZW,
JEG,
ABT,
ANY,
QNG,Kanglang fish
NMC,Golden shiner
FCN,Nilem carp
OSE,
OSS,
PGC,Splittail
PRJ,Isok barb
PTI,Sacramento squawfish
RAD,Slender rasbora
RSG,
RST,Harlequin rasbora
RSR,Gangetic scissortail rasbora
RSZ,Silver rasbora
RSV,Brilliant rasbora
RWS,Twospot rasbora
RRZ,
TYD,
TYT,
TWY,
TOB,Thai mahseer
PTP,Putitor mahseer
PTT,Tor barb
TOK,
TZD,Semah mahseer
TZS,
QPC,
BRL,
BLA,
BLO,Trout barb
BRH,
BRJ,
BRV,
BRR,
BLD,
BDA,
NTA,Emerald shiner
NTB,Red River shiner
NTP,Bigeye shiner
NTD,Bigmouth shiner
NTG,Arkansas River shiner
NTE,Blackchin shiner
NTR,Blacknose shiner
NTU,Spottail shiner
NTL,Longnose shiner
NTN,Yellowfin shiner
NTS,Ozark minnow
NTQ,Rosyface shiner
NTI,Bedrock shiner
NRS,Flagfin shiner
NRT,Sand shiner
NRX,Weed shiner
NRV,Mimic shiner
HME,Barbel steed
UMM,Spotted steed
ROG,Vatani rohtee
ABC,
ABO,Mola carplet
ABL,Attentive carplet
ENA,Silver cyprinid
AHS,
AHT,Kinneret bleak
PMP,Fathead minnow
ARH,Copper mahseer
HSY,California roach
WAB,White amur bream
SQK,
LTL,
ZAP,Freshwater minnow
ZAQ,
AZH,
GRD,
GRG,
GRT,
GRK,
GRU,
GRR,
GRI,
OPD,
PDE,
RHQ,Blacknose dace
RHW,Longnose dace
RHV,Speckled dace
NOB,Hornyhead chub
NOH,Bluehead chub
NOI,River chub
YPA,
YPN,Satinfin shiner
YPC,Alabama shiner
YPM,Bluntface shiner
YPL,Red shiner
YPP,Proserpine shiner
YPI,Spotfin shiner
YPV,Blacktail shiner
ATL,Oily bitterling
ATN,
ATR,
ATT,
AYH,Chinese bleak
HBP,Plains minnow
HEY,
DID,Devils River minnow
DIE,Roundnose minnow
AUE,Pike asp
VIV,Vimba bream
VIM,Macedonian vimba
UEP,Lake chub
SMU,Creek chub
FSC,Sichel
SHP,Rainbow gudgeon
TPW,Iraq blind barb
TYA,White cloud mountain minnow
MPL,Central stoneroller
MPG,Largescale stoneroller
AUH,Dalmatian barbelgudgeon
OHM,Sacramento blackfish
LVE,Hitch
PLT,Woundfin
IOP,Least chub
PHK,Riffle minnow
EVU,
ASU,Asp
NOU,Redside dace
BNB,Tricolor sharkminnow
MOI,
MDE,
NUC,Danube bleak
AWT,Tarek
AHA,Russian bitterling
PDP,Stone moroko
BNE,
DDT,
DDV,Kalabans
BRN,
BBR,
BBT,
FCH,Hoven's carp
ARC,Chiselmouth
HMU,Sharpbelly
BBC,
BBV,Somalian blind barb
TKT,Tokyo bitterling
BWZ,
PDL,Redfin
BOI,
CUG,Congo blind barb
YCB,
BKC,Black carp
OEC,Seven khramulya
OED,
LXC,Striped shiner
LXO,Common shiner
OGC,Oregon chub
GNA,
GNE,
WUB,Wuchang bream
WUT,Black Amur bream
MHC,Peamouth
LPV,Little Colorado spinedace
DIL,Scaly osman
PTO,
SZP,
TGC,Loach minnow
PUI,Spotted barb
PUH,
PUU,Arulius barb
PUO,Rosy barb
PUM,Blackspot barb
PUD,
PUR,Pool barb
PUT,Sumatra barb
PUW,Ticto barb
FZP,Spanner barb
FAB,Asian barbs nei
OEK,Sharpray
OEN,
PHH,
HYA,Humpback
HVY,Predatory carp
HWQ,Mongolian redfin
PTL,
UCS,
USC,
YPW,
DAT,
DII,
DIT,
EIO,
ELM,Yellowcheek
ENL,Lake Malawi sardine
EPB,Redtail sharkminnor
EQQ,Flying fox
ERA,Desert dace
ERD,Streamline chub
ESD,Flying barb
EUE,Lake minnow
EXM,Cutlips minnow
GOR,
GYW,
HMK,
HMI,Garnet minnow
HMF,Flame chub
HNC,
HNZ,Siamese mud carp
HRA,
PUK,
HYC,
PUJ,Jerdon's carp
HYL,
YXC,
YXE,
YHX,
IBP,
INA,
IRT,Iran cave barb
KAL,
LDG,
LDT,Tachanovsky's gudgeon
LWG,Czekanowski's minnow
LPT,
LPG,
LPN,
LPK,
LUD,Belica
LCO,
LCI,
LCK,
LYR,Cherryfin shiner
LYS,Ouachita shiner
MCV,Speckled chub
MCO,Long pectoral-fin minnow
MGM,Pearl dace
MDF,Spikedace
MKE,
MSB,River sardine
MYK,
MCY,
MOC,Moapa dace
MHO,Hardhead
MSG,
MZP,
MJZ,
JVJ,
NEL,
NEO,
NEI,
OCE,
ONL,Taiwan ku fish
OPL,Lake salmon
OPQ,Pugnose minnow
OHC,
OUH,
OUP,
OBL,
OBC,
OXA,
QDU,
PHM,
PHC,
PZI,
QED,
PHQ,
PUB,
PYT,
PAJ,
PZV,
PUL,
PYB,
PXA,
PXC,Blackside dace
PXE,Northern redbelly dace
PXY,Southern redbelly dace
PXN,Finescale dace
PXP,Eurasian minnow
PYI,Somalian cavefish
PLI,Smallscale yellowfin
PLC,Flathead chub
PLX,
PTD,
PCE,
QPQ,Rock carp
PBB,
PBM,
PDS,Smallscale redfin
PDJ,
PDH,
PDY,
PDN,
PTJ,
PGH,
PUQ,
WPU,
WPP,
RSF,
RSL,
REH,
RET,Relict dace
RIL,Redside shiner
ROI,
ROU,Amur whitefin gudgeon
SLB,Large razorbelly minnow
SNV,
SUB,Chinese lizard gudgeon
SWE,
SGB,
SRT,
SZB,
SZU,Sattar snowtrout
SZE,
SZR,Snowtrout
SWZ,
QEB,
QEA,
QEC,
QER,Blunt- nosed snowtrout
QES,Dinnawah snowtrout
QET,
SLG,
SMN,
SKG,
SNM,
SND,
SNT,
YGH,Golden-line barbel
SBD,
WSS,
SIT,
SQB,
SDG,Stumptooth minnow
SMB,
QNT,
PUS,Olive barb
TYO,
TPH,
TPN,
XEL,
XEA,Yellowfin
XJB,
ABK,White bream
PTG,Silver barb
BBA,Red tailed tinfoil
BFS,Tinfoil barb
LWD,
LWK,
BUG,
BSL,Andalusian barbel
WLC,Bulatmai barbel
WSK,Naked osman
WYG,
YHU,Big-head schizothoracin
UGH,
YKI,
YKQ,
VBE,African scraping feeder
FCY,Cyprinids nei
GXM,Siamese algae-eater
HPD,
TPC,Horseface loach
BOD,Bengal loach
BWX,
BIA,Golden spined loach
BIW,
BIT,
BIO,
BIM,
LEG,Guntea loach
LEI,
SOG,
SAK,
PAD,
NAG,
NWD,
LEU,
NUM,
LED,
KUR,Pond loach
MWT,Weatherfish
ZMM,Chinese muddy loach
IKC,Choi's spiny loach
ENM,
BMW,Clown loach
YHM,Redtail botia
BOH,Tiger loach
PSI,
ABE,
BTO,Mottled loach
ANO,
BTA,
BTB,Stone loach
BTD,
BHS,
CML,
ELL,
GSB,
GLE,
HMO,
HOI,
HQX,
HYE,
INE,
LEH,
MIU,
NEY,
NMD,
NEU,
NEJ,
NEE,
ONO,
OTP,
